,Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Sales_Method,Profit_Margin
2933,Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,38,140,532,314,Outlet,40.98
2934,Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,26,140,364,171,Outlet,53.02
2935,Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35,140,490,279,Outlet,43.06
2936,West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,140,504,237,Outlet,52.98
2937,West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,31,140,434,187,Outlet,56.91
2938,West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,31,140,434,100,Outlet,76.96
2939,West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,54,140,756,242,Outlet,67.99
2940,West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,46,140,644,270,Outlet,58.07
2941,West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,54,140,756,159,Outlet,78.97
2942,West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,44,140,616,259,Outlet,57.95
2943,Sports Direct,1197831,3/18/2021,South,Tennessee,Knoxville,Women's Street Footwear,23,140,322,126,Outlet,60.87
2944,Sports Direct,1197831,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,43,140,602,277,Outlet,53.99
2945,Foot Locker,1185732,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,27,140,378,166,Outlet,56.08
2946,Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,37,140,518,332,Outlet,35.91
2947,Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,42,140,588,294,Outlet,50
2948,Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,27,140,378,147,Outlet,61.11
2949,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,39,140,546,202,Outlet,63
2950,Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Apparel,53,140,742,386,Outlet,47.98
2951,Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,30,140,420,189,Outlet,55
2952,West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,16,140,224,87,Outlet,61.16
2953,West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Apparel,21,140,294,168,Outlet,42.86
2954,West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Men's Apparel,28,140,392,149,Outlet,61.99
2955,West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Apparel,25,140,350,189,Outlet,46
2956,West Gear,1128299,6/24/2021,West,Oregon,Portland,Men's Apparel,67,140,938,431,Outlet,54.05
2957,West Gear,1128299,1/17/2021,West,Oregon,Portland,Women's Apparel,34,140,476,190,Outlet,60.08
2958,West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Apparel,44,140,616,246,Outlet,60.06
2959,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Men's Apparel,42,140,588,241,Outlet,59.01
2960,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Athletic Footwear,30,140,420,181,Outlet,56.9
2961,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Women's Apparel,27,140,378,102,Outlet,73.02
2962,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Apparel,39,140,546,153,Outlet,71.98
2963,Kohl's,1128299,2/26/2021,West,New Mexico,Albuquerque,Women's Apparel,35,140,490,137,Outlet,72.04
2964,Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,44,140,616,259,Outlet,57.95
2965,Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,27,140,378,178,Outlet,52.91
2966,Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,32,140,448,188,Outlet,58.04
2967,Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Apparel,28,140,392,125,Outlet,68.11
2968,Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,51,140,714,278,Outlet,61.06
2969,Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37,140,518,238,Outlet,54.05
2970,Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,28,140,392,161,Outlet,58.93
2971,Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Women's Street Footwear,11,140,154,68,Outlet,55.84
2972,Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,32,140,448,197,Outlet,56.03
2973,Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Apparel,22,140,308,129,Outlet,58.12
2974,West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37,140,518,218,Outlet,57.92
2975,Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,28,140,392,129,Outlet,67.09
2976,West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,54,140,756,378,Outlet,50
2977,Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,46,140,644,251,Outlet,61.02
2978,Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40,140,560,263,Outlet,53.04
2979,Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58,139,806,379,Online,52.98
2980,Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,56,138,773,371,Online,52.01
2981,West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,68,138,938,638,Online,31.98
2982,West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,56,138,773,379,Online,50.97
2983,West Gear,1128299,6/1/2020,West,Washington,Seattle,Men's Street Footwear,36,138,497,214,Online,56.94
2984,West Gear,1128299,7/20/2020,West,Washington,Seattle,Men's Athletic Footwear,64,138,883,327,Online,62.97
2985,West Gear,1128299,7/30/2020,West,Washington,Seattle,Women's Apparel,88,138,1214,376,Online,69.03
2986,West Gear,1128299,8/2/2020,West,Washington,Seattle,Women's Street Footwear,73,138,1007,393,Online,60.97
2987,West Gear,1128299,8/3/2020,West,Washington,Seattle,Women's Athletic Footwear,76,138,1049,451,Online,57.01
2988,Kohl's,1189833,1/2/2021,Midwest,Montana,Billings,Women's Apparel,43,138,593,231,Online,61.05
2989,Sports Direct,1197831,8/3/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28,138,386,213,Online,44.82
2990,Sports Direct,1197831,8/4/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,138,455,291,Online,36.04
2991,Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,32,138,442,309,Online,30.09
2992,Amazon,1185732,12/17/2021,Northeast,Maine,Portland,Men's Street Footwear,62,138,856,411,Online,51.99
2993,Walmart,1128299,10/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,61,138,842,253,Online,69.95
2994,Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,62,138,856,359,Online,58.06
2995,West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,42,138,580,284,Online,51.03
2996,West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Street Footwear,41,138,566,198,Online,65.02
2997,Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,43,138,593,285,Online,51.94
2998,Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Apparel,33,138,455,310,Online,31.87
2999,Sports Direct,1185732,2/17/2021,Midwest,Michigan,Detroit,Women's Apparel,33,138,455,305,Online,32.97
3000,Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,41,138,566,249,Online,56.01
3001,Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,41,138,566,277,Online,51.06
3002,Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,48,138,662,318,Online,51.96
3003,West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Women's Apparel,24,138,331,212,Online,35.95
3004,West Gear,1185732,7/10/2021,West,Utah,Salt Lake City,Women's Street Footwear,24,138,331,159,Online,51.96
3005,West Gear,1128299,8/17/2021,South,Louisiana,New Orleans,Men's Apparel,64,138,883,521,Online,41
3006,West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Street Footwear,24,138,331,156,Online,52.87
3007,West Gear,1197831,4/5/2021,West,Idaho,Boise,Women's Apparel,28,138,386,236,Online,38.86
3008,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,51,138,704,366,Online,48.01
3009,Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Street Footwear,51,138,704,317,Online,54.97
3010,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,42,138,580,307,Online,47.07
3011,Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Street Footwear,42,138,580,267,Online,53.97
3012,Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,54,138,745,358,Online,51.95
3013,Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,53,138,731,366,Online,49.93
3014,Amazon,1185732,6/11/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,41,138,566,260,Online,54.06
3015,Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Women's Street Footwear,23,138,317,175,Online,44.79
3016,Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Women's Apparel,37,138,511,317,Online,37.96
3017,Amazon,1185732,10/11/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,29,138,400,188,Online,53
3018,Amazon,1185732,11/10/2021,Midwest,Ohio,Columbus,Men's Apparel,76,138,1049,514,Online,51
3019,Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,Men's Street Footwear,38,138,524,278,Online,46.95
3020,Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,38,138,524,257,Online,50.95
3021,Foot Locker,1185732,9/13/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42,138,580,261,Online,55
3022,Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,49,138,676,298,Online,55.92
3023,West Gear,1185732,12/2/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58,138,800,328,Online,59
3024,Foot Locker,1185732,2/22/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,32,138,442,234,Online,47.06
3025,Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,32,138,442,221,Online,50
3026,Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,47,138,649,292,Online,55.01
3027,Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,66,138,911,428,Online,53.02
3028,West Gear,1128299,4/25/2020,West,Colorado,Denver,Women's Apparel,78,137,1069,427,Online,60.06
3029,West Gear,1128299,5/8/2020,West,Colorado,Denver,Men's Street Footwear,51,137,699,349,Online,50.07
3030,West Gear,1128299,5/25/2020,West,Colorado,Denver,Women's Apparel,75,137,1028,339,Online,67.02
3031,West Gear,1128299,7/4/2020,West,Washington,Seattle,Women's Athletic Footwear,78,137,1069,438,Online,59.03
3032,Foot Locker,1185732,11/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,47,137,644,303,Online,52.95
3033,Sports Direct,1128299,2/17/2021,West,Hawaii,Honolulu,Men's Street Footwear,36,137,493,207,Online,58.01
3034,West Gear,1185732,5/8/2021,Northeast,New York,Albany,Men's Apparel,56,137,767,376,Online,50.98
3035,West Gear,1185732,9/8/2021,Northeast,New York,Albany,Women's Athletic Footwear,44,137,603,247,Online,59.04
3036,West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Street Footwear,46,137,630,252,Online,60
3037,Kohl's,1185732,7/10/2021,West,Wyoming,Cheyenne,Men's Apparel,48,137,658,276,Online,58.05
3038,Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,38,137,521,239,Online,54.13
3039,Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Women's Apparel,52,137,712,499,Online,29.92
3040,West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,38,137,521,271,Online,47.98
3041,West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Athletic Footwear,47,137,644,412,Online,36.02
3042,Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,137,507,253,Online,50.1
3043,Sports Direct,1128299,7/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,137,685,343,Online,49.93
3044,Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,51,137,699,356,Online,49.07
3045,Amazon,1185732,4/10/2021,Midwest,Ohio,Columbus,Women's Apparel,34,137,466,303,Online,34.98
3046,Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,48,137,658,349,Online,46.96
3047,Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,Women's Street Footwear,59,137,808,436,Online,46.04
3048,West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,29,137,397,215,Online,45.84
3049,Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,438,184,Online,57.99
3050,Foot Locker,1185732,1/17/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,36,137,493,222,Online,54.97
3051,Amazon,1185732,4/11/2021,Northeast,Vermont,Burlington,Men's Street Footwear,41,137,562,315,Online,43.95
3052,Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Men's Street Footwear,56,137,767,437,Online,43.02
3053,Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,64,137,877,430,Online,50.97
3054,Foot Locker,1185732,11/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,58,136,789,497,Online,37.01
3055,Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,258,103,Online,60.08
3056,Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,28,136,381,171,Outlet,55.12
3057,West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,49,136,666,360,Outlet,45.95
3058,Sports Direct,1197831,4/30/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,136,544,310,Outlet,43.01
3059,Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,26,136,354,156,Outlet,55.93
3060,Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,136,707,276,Outlet,60.96
3061,Foot Locker,1128299,11/24/2021,Southeast,Virginia,Richmond,Men's Apparel,56,136,762,335,Outlet,56.04
3062,Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,21,136,286,120,Outlet,58.04
3063,West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Apparel,20,136,272,141,Outlet,48.16
3064,West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,14,136,190,74,Outlet,61.05
3065,West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,22,136,299,126,Outlet,57.86
3066,West Gear,1128299,8/24/2021,West,Oregon,Portland,Men's Apparel,53,136,721,303,Outlet,57.98
3067,West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Street Footwear,37,136,503,211,Outlet,58.05
3068,Sports Direct,1197831,9/5/2021,West,Idaho,Boise,Women's Athletic Footwear,40,136,544,299,Outlet,45.04
3069,Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,23,136,313,125,Outlet,60.06
3070,Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Apparel,45,136,612,226,Outlet,63.07
3071,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,35,136,476,195,Outlet,59.03
3072,Kohl's,1128299,2/26/2021,West,Arizona,Phoenix,Men's Athletic Footwear,36,136,490,230,Outlet,53.06
3073,Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,36,136,490,220,Outlet,55.1
3074,Kohl's,1128299,5/27/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,626,263,Outlet,57.99
3075,Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,136,544,223,Outlet,59.01
3076,Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36,136,490,220,Outlet,55.1
3077,Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Men's Apparel,26,136,354,138,Outlet,61.02
3078,Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Street Footwear,11,136,150,70,Outlet,53.33
3079,Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Apparel,17,136,231,125,Outlet,45.89
3080,Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Women's Street Footwear,26,136,354,152,Outlet,57.06
3081,Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Women's Street Footwear,11,136,150,63,Outlet,58
3082,Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,38,136,517,217,Outlet,58.03
3083,Amazon,1185732,8/11/2021,Northeast,Vermont,Burlington,Women's Apparel,44,136,598,257,Outlet,57.02
3084,Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,46,135,621,342,Online,44.93
3085,Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47,135,635,317,Online,50.08
3086,Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,32,135,432,272,Online,37.04
3087,Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,53,135,716,351,Online,50.98
3088,Foot Locker,1185732,11/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64,135,864,562,Online,34.95
3089,West Gear,1128299,4/17/2020,West,Colorado,Denver,Women's Athletic Footwear,62,135,837,502,Online,40.02
3090,West Gear,1128299,4/29/2020,West,Colorado,Denver,Women's Athletic Footwear,63,135,851,459,Online,46.06
3091,West Gear,1128299,5/28/2020,West,Colorado,Denver,Women's Street Footwear,46,135,621,217,Online,65.06
3092,West Gear,1128299,7/15/2020,West,Washington,Seattle,Women's Street Footwear,63,135,851,315,Online,62.98
3093,Foot Locker,1185732,10/23/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,135,432,194,Online,55.09
3094,Sports Direct,1197831,3/13/2021,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,432,246,Online,43.06
3095,Sports Direct,1197831,3/30/2021,South,Tennessee,Knoxville,Women's Street Footwear,19,135,257,141,Online,45.14
3096,Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,34,135,459,312,Online,32.03
3097,Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,44,135,594,238,Online,59.93
3098,Sports Direct,1128299,12/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,74,135,999,350,Online,64.96
3099,Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60,135,810,300,Online,62.96
3100,West Gear,1185732,4/9/2021,Northeast,New York,Albany,Women's Athletic Footwear,37,135,500,205,Online,59
3101,West Gear,1185732,10/10/2021,Northeast,New York,Albany,Women's Athletic Footwear,45,135,608,249,Online,59.05
3102,Kohl's,1185732,6/12/2021,West,Wyoming,Cheyenne,Men's Apparel,49,135,662,291,Online,56.04
3103,Kohl's,1185732,9/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,135,513,251,Online,51.07
3104,Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,42,135,567,278,Online,50.97
3105,Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,44,135,594,291,Online,51.01
3106,Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,27,135,365,153,Online,58.08
3107,Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Apparel,42,135,567,301,Online,46.91
3108,Foot Locker,1128299,10/23/2021,West,Arizona,Phoenix,Men's Street Footwear,41,135,554,266,Online,51.99
3109,Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Street Footwear,42,135,567,266,Online,53.09
3110,Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Apparel,58,135,783,290,Online,62.96
3111,Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,54,135,729,328,Online,55.01
3112,Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,39,135,527,269,Online,48.96
3113,Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,42,135,567,266,Online,53.09
